Código;Nome;Fonte;Serviço;Periodicidade;Unidade;Base;Início;Fim;Descontinuação;item_fgv;Cod_Estagio;Estagio;Cod_grupo;Grupo;Cod_subgrupo;Subgrupo;Cod_item;Item ;Cod_subitem;Subitem;Cod_elementar;Elementar
1227236;INCC-EP-M  1.o dec. - Piso Cerâmico - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;124;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10021;REVESTIMENTOS, LOUÇAS E PISOS;100212;LADRILHOS E PLACAS PARA PISOS
1227239;INCC-EP-M  2.o dec. - Piso Cerâmico - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;124;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10021;REVESTIMENTOS, LOUÇAS E PISOS;100212;LADRILHOS E PLACAS PARA PISOS
1227467;ICC/RJ-10 Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICC/RJ-10;Mensal;PERCENT;;jun/96;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227470;ICC/RJ-DI Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;PERCENT;;jun/96;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227473;ICC/RJ-M Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;jun/96;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227476;ICC/RJ-M  1.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;fev/98;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227479;ICC/RJ-M  2.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;fev/98;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227527;ICC/SP-10 Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICC/SP-10;Mensal;PERCENT;;jun/96;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227530;ICC/SP-DI Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICC/SP-DI;Mensal;PERCENT;;jun/96;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227533;ICC/SP-M Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;jun/96;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227536;ICC/SP-M  1.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;fev/98;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227539;ICC/SP-M  2.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;fev/98;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227725;ICC/RJ-EP-10 Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICCRJ/E-10;Mensal;PERCENT;;jan/97;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227728;ICC/RJ-EP-DI Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICCRJ/E-DI;Mensal;PERCENT;;jan/97;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227731;ICC/RJ-EP-M Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;jan/97;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227734;ICC/RJ-EP-M  1.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227737;ICC/RJ-EP-M  2.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227779;ICC/SP-EP-10 Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICCSP/E-10;Mensal;PERCENT;;jan/97;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227782;ICC/SP-EP-DI Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICCSP/E-DI;Mensal;PERCENT;;jan/97;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227785;ICC/SP-EP-M Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;jan/97;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227788;ICC/SP-EP-M  1.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;mar/05;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227791;ICC/SP-EP-M  2.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;mar/05;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227794;INCC-10 Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;INCC-10;Mensal;PERCENT;;jun/96;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227797;INCC-DI - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;INCC-DI;Mensal;PERCENT;;jan/90;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227800;INCC-M Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;jun/96;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227803;INCC-M  1.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;fev/98;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227806;INCC-M  2.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;fev/98;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227809;INCC-EP-10 Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;INCC/E-10;Mensal;PERCENT;;jan/97;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227812;INCC-EP-DI Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;INCC/E-DI;Mensal;PERCENT;;jan/97;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227815;INCC-EP-M Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;jan/97;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227818;INCC-EP-M  1.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1227821;INCC-EP-M  2.o dec. - Laje Pré-Moldada para Forro - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;fev/09;NA;125;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;100000;LAJE PRÉ-MOLDADA PARA FORRO
1228049;ICC/RJ-10 Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICC/RJ-10;Mensal;PERCENT;;jun/96;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228052;ICC/RJ-DI Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;PERCENT;;jun/96;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228055;ICC/RJ-M Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;jun/96;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228058;ICC/RJ-M  1.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;fev/98;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228061;ICC/RJ-M  2.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;fev/98;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228109;ICC/SP-10 Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICC/SP-10;Mensal;PERCENT;;jun/96;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228112;ICC/SP-DI Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICC/SP-DI;Mensal;PERCENT;;jun/96;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228115;ICC/SP-M Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;jun/96;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228118;ICC/SP-M  1.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;fev/98;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228121;ICC/SP-M  2.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICC/SP-M;Mensal;PERCENT;;fev/98;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228307;ICC/RJ-EP-10 Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICCRJ/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228310;ICC/RJ-EP-DI Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICCRJ/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228313;ICC/RJ-EP-M Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228316;ICC/RJ-EP-M  1.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228319;ICC/RJ-EP-M  2.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICCRJ/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228361;ICC/SP-EP-10 Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICCSP/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228364;ICC/SP-EP-DI Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICCSP/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228367;ICC/SP-EP-M Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228370;ICC/SP-EP-M  1.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228373;ICC/SP-EP-M  2.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;ICCSP/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228376;INCC-10 Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;INCC-10;Mensal;PERCENT;;jun/96;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228379;INCC-DI - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;INCC-DI;Mensal;PERCENT;;jan/90;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228382;INCC-M Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;jun/96;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228385;INCC-M  1.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;fev/98;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228388;INCC-M  2.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;fev/98;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228391;INCC-EP-10 Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;INCC/E-10;Mensal;PERCENT;;jan/97;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228394;INCC-EP-DI Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;INCC/E-DI;Mensal;PERCENT;;jan/97;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228397;INCC-EP-M Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;jan/97;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228400;INCC-EP-M  1.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;abr/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228403;INCC-EP-M  2.o dec. - Licenciamento de Obra - Variação;Índices de Preço da Construção Civil;INCC/E-M;Mensal;PERCENT;;mar/05;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1228640;ICC/RJ-10 Madeira  para Telhados - Variação;Índices de Preço da Construção Civil;ICC/RJ-10;Mensal;PERCENT;;jun/96;abr/15;NA;128;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10001;MATERIAL DE MADEIRA;100011;MADEIRA  PARA TELHADOS
1228643;ICC/RJ-DI Madeira  para Telhados - Variação;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;PERCENT;;jun/96;mar/15;NA;128;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10001;MATERIAL DE MADEIRA;100011;MADEIRA  PARA TELHADOS
1228646;ICC/RJ-M Madeira  para Telhados - Variação;Índices de Preço da Construção Civil;ICC/RJ-M;Mensal;PERCENT;;jun/96;mar/15;NA;128;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10001;MATERIAL DE MADEIRA;100011;MADEIRA  PARA TELHADOS
