Código;Nome;Fonte;Serviço;Periodicidade;Unidade;Base;Início;Fim;Descontinuação;item_fgv;Cod_Estagio;Estagio;Cod_grupo;Grupo;Cod_subgrupo;Subgrupo;Cod_item;Item ;Cod_subitem;Subitem;Cod_elementar;Elementar
159363;ICC-RJ - Média Mensal;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;INDICE;01/ago;jan/44;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
159371;ICC-RJ - H1 - 1 e 2 Pavimentos;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;INDICE;01/ago;jul/75;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
159381;ICC-RJ - H4 - 3, 4, 5 e 6 Pavimentos;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;INDICE;01/ago;jul/75;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
159398;ICC-RJ - H12 - 10 e Mais Pavimentos;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;INDICE;01/ago;jul/75;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
159401;ICC-RJ - Mão de Obra;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;INDICE;01/ago;dez/71;mar/15;NA;200;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;0;0;0;0;0;0;0;0
159411;ICC-RJ - Materiais, Equipamentos e Serviços;Índices de Preço da Construção Civil;ICC/RJ-DI;Mensal;INDICE;01/ago;dez/71;mar/15;NA;10000;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;0;0;0;0;0;0;0;0
160868;INCC-DI - Total - Média Geral;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;08/jan;jan/44;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
160876;INCC-DI - H1 - 1 e 2 Pavimentos;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;jan/82;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
160884;INCC-DI - H4 - 3, 4, 5 e 6 Pavimentos;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;jan/82;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
160892;INCC-DI - H12 - 10 e Mais Pavimentos;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;jan/82;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
160906;INCC-DI - Mão de Obra;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;dez/71;mar/15;NA;200;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;0;0;0;0;0;0;0;0
160914;INCC-DI - Materiais, Equipamentos e Serviços;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;dez/71;mar/15;NA;10000;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;0;0;0;0;0;0;0;0
161341;ICC - São Paulo - Total;Índices de Preço da Construção Civil;ICC/SP-DI;Mensal;INDICE;01/ago;dez/85;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
161351;ICC - São Paulo - Materiais, Equipamentos e Serviços;Índices de Preço da Construção Civil;ICC/SP-DI;Mensal;INDICE;01/ago;dez/85;mar/15;NA;10000;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;0;0;0;0;0;0;0;0
161368;ICC - São Paulo - Mão de Obra;Índices de Preço da Construção Civil;ICC/SP-DI;Mensal;INDICE;01/ago;dez/85;mar/15;NA;200;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;0;0;0;0;0;0;0;0
161831;INCC-DI - Carpinteiro (Fôrma, Esquadria e Telhado);Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;205;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111002;CARPINTEIRO (FÔRMA, ESQUADRIA E TELHADO)
161848;INCC-DI - Servente;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;215;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110001;SERVENTE
161856;INCC-DI - Pedreiro;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;213;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111005;PEDREIRO
161864;INCC-DI - Cimento Portland Comum;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;111;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10002;MATERIAL À BASE DE MINERAIS NÃO METÁLICOS;100021;CIMENTO PORTLAND COMUM
161872;INCC-DI - Vergalhões e Arames de Aço ao Carbono;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;08/jan;abr/86;mar/15;NA;101;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10000;MATERIAL METÁLICO;100002;VERGALHÕES E ARAMES DE AÇO AO CARBONO
161880;INCC-DI - Tábua de 3a;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;146;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10001;MATERIAL DE MADEIRA;100012;TÁBUA DE 3ª
161899;INCC-DI - Portas e Janelas de Madeira;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;136;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10024;MADEIRA PARA ACABAMENTO;100241;PORTAS E JANELAS DE MADEIRA
161902;INCC-DI - Azulejo Placa Cerâmicas para Revestimento;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;106;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10021;REVESTIMENTOS, LOUÇAS E PISOS;100210;PLACAS CERÂMICAS PARA REVESTIMENTO
161910;INCC-DI - Taco/Tábua Corrida p/ Assoalho;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;147;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10024;MADEIRA PARA ACABAMENTO;100243;TACO/TÁBUA CORRIDA PARA ASSOALHO
161929;INCC-DI - Produtos de Fibrocimento;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;140;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10002;MATERIAL À BASE DE MINERAIS NÃO METÁLICOS;100024;PRODUTOS DE FIBROCIMENTO
161937;INCC-DI - Tubos e Conexões de Ferro e Aço;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;153;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10000;MATERIAL METÁLICO;100003;TUBOS E CONEXÕES DE FERRO E AÇO
161945;INCC-DI - Tijolo / Telha Cerâmica;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;149;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10002;MATERIAL À BASE DE MINERAIS NÃO METÁLICOS;100025;TIJOLO/TELHA CERÂMICA
161953;INCC-DI - Areia Lavada;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;104;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10002;MATERIAL À BASE DE MINERAIS NÃO METÁLICOS;100020;AREIA LAVADA
161961;INCC-DI - Tinta a Base de P.V.A.;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;152;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10023;MATERIAL PARA PINTURA;100232;TINTA À BASE DE PVA
161971;INCC-DI - Pias, Cubas e Louças Sanitárias;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;114;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10021;REVESTIMENTOS, LOUÇAS E PISOS;100211;PIAS, CUBAS E LOUÇAS  SANITÁRIAS
161988;INCC-DI - Pedra Britada;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;133;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10002;MATERIAL À BASE DE MINERAIS NÃO METÁLICOS;100023;PEDRA BRITADA
161996;INCC-DI - Madeira para Telhados;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;128;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10001;MATERIAL DE MADEIRA;100011;MADEIRA  PARA TELHADOS
162003;INCC-DI - Esquadrias de Alumínio;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;123;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10022;ESQUADRIAS E FERRAGENS ;100221;ESQUADRIAS DE ALUMÍNIO
162011;INCC-DI - Mármore e Granito Trabalhados;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;129;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10025;PEDRAS ORNAMENTAIS PARA CONSTRUÇÃO;100250;MÁRMORE E GRANITO TRABALHADOS
162021;INCC-DI - Metais para Instalações Hidráulicas;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;132;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1001;MATERIAIS PARA INSTALAÇÃO;10010;INSTALAÇÃO HIDRÁULICA;100100;METAIS PARA INSTALAÇÕES HIDRÁULICAS
162038;INCC-DI - Tubos e Conexões de P.V.C.;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;154;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1001;MATERIAIS PARA INSTALAÇÃO;10010;INSTALAÇÃO HIDRÁULICA;100101;TUBOS E CONEXÕES DE PVC
162046;INCC-DI - Elevador;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;116;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1003;EQUIPAMENTOS;10030;EQUIPAMENTOS PARA TRANSPORTE DE PESSOAS;100302;ELEVADOR
162054;INCC-DI - Ferragens para Esquadrias;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;118;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10022;ESQUADRIAS E FERRAGENS ;100220;FERRAGENS PARA ESQUADRIAS
162062;INCC-DI - Compensados;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;112;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10001;MATERIAL DE MADEIRA;100010;COMPENSADOS
162089;INCC-DI - Condutores Elétricos;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;119;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1001;MATERIAIS PARA INSTALAÇÃO;10011;INSTALAÇÃO ELÉTRICA;100111;CONDUTORES ELÉTRICOS
162097;INCC-DI - Aluguel de Máquinas e Equipamentos;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;103;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101000;ALUGUEL DE MÁQUINAS E EQUIPAMENTOS
162100;INCC-DI - Refeição Pronta no Local de Trabalho;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;142;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1011;SERVIÇOS PESSOAIS;1011;SERVIÇOS PESSOAIS;101100;REFEIÇÃO PRONTA NO LOCAL DE TRABALHO
162372;INCC-DI - Ajudante Especializado;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;abr/86;mar/15;NA;201;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;110;AUXILIAR;110;AUXILIAR;110;AUXILIAR;110000;AJUDANTE ESPECIALIZADO
200071;INCC-M;Índices de Preço da Construção Civil;INCC-M;Mensal;INDICE;01/ago;jun/89;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
205020;INCC-DI - Carreto para Retirada de Entulho;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;jan/90;mar/15;NA;109;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101001;CARRETO PARA RETIRADA DE ENTULHO
205438;INCC-DI - Projetos;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/ago;jan/90;mar/15;NA;141;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1012;SERVIÇOS TÉCNICOS;1012;SERVIÇOS TÉCNICOS;101200;PROJETOS
209506;INCC-10;Índices de Preço da Construção Civil;INCC-10;Mensal;INDICE;01/ago;set/93;abr/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
211111;INCC-M - Mão-de-Obra;Índices de Preço da Construção Civil;INCC-M;Mensal;INDICE;01/ago;dez/92;mar/15;NA;200;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;0;0;0;0;0;0;0;0
211128;INCC-M - Materiais, Equipamentos e Serviços;Índices de Preço da Construção Civil;INCC-M;Mensal;INDICE;01/ago;dez/92;mar/15;NA;10000;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;0;0;0;0;0;0;0;0
1000366;INCC-M - 2º Decêndio;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;jun/89;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
1000370;INCC-M - Fechamento mensal (%);Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;jun/89;mar/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
1000379;INCC-M - 1º Decêndio;Índices de Preço da Construção Civil;INCC-M;Mensal;PERCENT;;jun/89;abr/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
1003828;INCC-DI - Armador ou Ferreiro;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;203;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111000;ARMADOR OU FERREIRO
1003829;INCC-DI - Bombeiro;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;204;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111001;BOMBEIRO
1003830;INCC-DI - Eletricista;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;206;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111003;ELETRICISTA
1003831;INCC-DI - Encarregado;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;207;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;112;ESPECIALIZADO;112;ESPECIALIZADO;112;ESPECIALIZADO;112000;ENCARREGADO
1003832;INCC-DI - Engenheiro;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;208;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;112;ESPECIALIZADO;112;ESPECIALIZADO;112;ESPECIALIZADO;112001;ENGENHEIRO
1003834;INCC-DI - Gesseiro;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;210;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111004;GESSEIRO
1003837;INCC-DI - Pintor;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;214;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;111;TÉCNICO;111;TÉCNICO;111;TÉCNICO;111006;PINTOR
1003839;INCC-DI - Aduela e Alizar de Madeira;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;102;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10024;MADEIRA PARA ACABAMENTO;100240;ADUELA E ALIZAR DE MADEIRA
1003841;INCC-DI - Eletroduto de PVC;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;115;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1001;MATERIAIS PARA INSTALAÇÃO;10011;INSTALAÇÃO ELÉTRICA;100110;ELETRODUTOS DE PVC
1003842;INCC-DI - Gesso;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;121;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10002;MATERIAL À BASE DE MINERAIS NÃO METÁLICOS;100022;GESSO
1003843;INCC-DI - Imperbeabilizantes;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;122;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10020;PRODUTOS QUÍMICOS;100203;IMPERMEABILIZANTE
1003844;INCC-DI - Ladrilhos e Placas para Pisos;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;124;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10021;REVESTIMENTOS, LOUÇAS E PISOS;100212;LADRILHOS E PLACAS PARA PISOS
1003846;INCC-DI - Taxas de Serviços e Licenciamentos;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;126;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1010;ALUGUÉIS  E TAXAS;1010;ALUGUÉIS  E TAXAS;101002;TAXAS DE SERVIÇOS E LICENCIAMENTOS
1003847;INCC-DI - Massa corrida para madeira;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;130;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10023;MATERIAL PARA PINTURA;100230;MASSA CORRIDA PARA MADEIRA
1003848;INCC-DI - Material Elétrico;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;131;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1001;MATERIAIS PARA INSTALAÇÃO;10011;INSTALAÇÃO ELÉTRICA;100112;MATERIAIS ELÉTRICOS
1003849;INCC-DI - Perna 3x3/Estronca de 3ª;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;134;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10001;MATERIAL DE MADEIRA;100011;PERNA 3X3/ESTRONCA DE 3ª
1003852;INCC-DI - Rodapé de Madeira;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;143;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10024;MADEIRA PARA ACABAMENTO;100242;RODAPÉ DE MADEIRA
1003856;INCC-DI - Tinta a Óleo;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/90;mar/15;NA;151;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10023;MATERIAL PARA PINTURA;100231;TINTA A ÓLEO
1003861;INCC-DI - Massa corrida para parede - PVA;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/96;mar/15;NA;160;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;10023;MATERIAL PARA PINTURA;100233;MASSA CORRIDA PARA PAREDE - PVA
1003862;INCC-DI - Vale Transporte;Índices de Preço da Construção Civil;INCC-DI;Mensal;INDICE;01/dez;jan/96;mar/15;NA;161;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;1011;SERVIÇOS PESSOAIS;1011;SERVIÇOS PESSOAIS;101101;VALE TRANSPORTE
1004840;INCC por estágios - 10 - Todos os Itens;Índices de Preço da Construção Civil;INCC/E-10;Mensal;INDICE;01/ago;jun/96;abr/15;NA;1;1;INCC TODOS OS ITENS;10;0;0;0;0;0;0;0;0;0
1004841;INCC por estágios - 10 - Materiais e Equipamentos;Índices de Preço da Construção Civil;INCC/E-10;Mensal;INDICE;01/jun;jun/96;abr/15;NA;10001;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;0;0;0;0;0;0
1004842;INCC por estágios - 10 - Materiais para Estrutura;Índices de Preço da Construção Civil;INCC/E-10;Mensal;INDICE;01/jun;jun/96;abr/15;NA;1000101;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;0;0;0;0
1004843;INCC por estágios - 10 - Materiais para Instalação;Índices de Preço da Construção Civil;INCC/E-10;Mensal;INDICE;01/jun;jun/96;abr/15;NA;1000102;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1001;MATERIAIS PARA INSTALAÇÃO;0;0;0;0
1004844;INCC por estágios - 10 - Materiais para Acabamento;Índices de Preço da Construção Civil;INCC/E-10;Mensal;INDICE;01/jun;jun/96;abr/15;NA;1000103;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1002;MATERIAIS PARA ACABAMENTO;1002;MATERIAIS PARA ACABAMENTO;0;0
1004845;INCC por estágios - 10 - Serviços;Índices de Preço da Construção Civil;INCC/E-10;Mensal;INDICE;01/jun;jun/96;abr/15;NA;10002;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;101;SERVIÇOS;0;0;0;0;0;0
1004846;INCC por estágios - 10 - Mão de Obra;Índices de Preço da Construção Civil;INCC/E-10;Mensal;INDICE;01/ago;jun/96;abr/15;NA;200;1;INCC TODOS OS ITENS;11;MÃO DE OBRA;0;0;0;0;0;0;0;0
1004847;INCC por estágios - 10 - Material Metálico;Índices de Preço da Construção Civil;INCC/E-10;Mensal;INDICE;01/jun;jun/96;abr/15;NA;100010101;1;INCC TODOS OS ITENS;10;MATERIAIS,  EQUIPAMENTOS E SERVIÇOS;100;MATERIAIS E EQUIPAMENTOS;1000;MATERIAIS PARA ESTRUTURA;10000;MATERIAL METÁLICO;0;0
